"","text","schooltype","T3F_54","id"
"761","Er wordt gesteld dat van de NEderlanders last heeft van hooikoorts en het een groot groeiend probleem is maar dit cijfer is volgens de EAACI niet te herkennen Net zoals de KNMI niet herkend te hebben gezegd dat het aantal hooikoortspatienten in Nederland is gestegen van in naar in Het word beweerd dat deze stichtingen dit wel allemaal heeft verteld maar dit blijkt echter een groot sprookje te zijn Niemand weet wanneer er sprake is van hooikoorts de medisxhe term hiervoor luidt namelijk seizoensgebonden allergische reacties die reacties daarvan moeten worden onderscheiden met hyperreactieve rhinitis","gt",5,761
"762","Nee nextcheckt beoordeelt de bewering als ongefundeerd Het persbericht van Biohorma spreekt van een stijging van het aantal hooikoortspatienten in Nederland van procent in naar procent in De bron is volgens een woordvoerder het KNMI Maar het KNMI zegt geen hooikoortscijfers te hebben Het blijkt echter bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts Doktersbezoek is vaak niet nodig en medicijnen zijn zonder recept verkrijgbaar Het Nationaal Kompas Volksgezondheid van het RIVM schat op basis van bevolkingsonderzoek dat ongeveer eenderde van de Nederlandse bevolking last heeft van een neusallergie maar daarbij wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen","gt",7,762
"763","In het artiekel van gezondheidsnetnl word net als in de gesteld dat procent van de Nederlanders last heeft van hooikoorts Als bron worden de EAACI en Allergiesitenl genoemd Die laatste bestaat niet meer en de andere word niet herkent Niemand houd de want de klachten zijn seizoensgebonden en varieren per jaar Er word geen onderscheid gemaakt tussen neus alergie of hooikoorts Niet iedereen gaat naar de huisarts voor hooikoorts en de medicijnen kun je gewoon afhalen Vanaf neemt het aantal af","gt",12,763
"764","Een op de mensen heeft last van hooikoorts en dat aantal groeit dramatisch Het zou om een Europees onderzoek gaan waaruit een stijging van het aantal hooikoortspatienten met tot per jaar zou blijken In Nederland van in naar in Het is verdubbeld in de afgelopen tm jaar De medische term voor hooikoorts is seizoensgebonden Zoals een allergische reactie op grassen pollen en stuifmeel die voorkomen in lente en zomer Niet iedereen bezoekt de huisarts vanwege hooikoortsklachten De CMR rapporteert een stijging van het aantal gediagnosticeerde hooikoortsgevallen over de periode In waren op de vrouwen en op de mannen door een huisarts met hooikoorts gediagnotiseerd Er is dus toename","gt",2,764
"765","Volgens een woordvoerde rvan Kleenex zijn de uitspraken gebaseerd op eigen onderzoek in samenwerking met de University of Worcester dat uitsluitend voor intern gebruik is en niet kan worden gedeeld De medische term voor hooikoorts is seisoensgeboren allergische rhinitis een allergische reactie op grassen pollen en stuifmeel die typisch voorkomt in de lente en vroege zomer Voor Nederland zijn er geen accurate cijfers beschickbaar over het aantal mensen met hooikoorts en het interne onderzoek van kleenex is niet inzichtelijk gemaakt Op grondvan al deze gegevens beoordeelt nextcheckt de uitspraak als ongefundeerd","gt",3,765
"766","Twentig procent van de Nederlanders heeft last van hooikoorts Het blijkt lastig te zijn om een preciese schatting te maken van de hooikoortspatienten Niemand houd de aantallen bij want de klachten verschilen per jaar Een Doktorsbezoek is vaak niet nodig en medicijnen zijn verkrijgbaar zonder recept","gt",5,766
"767","Men spreekt zelfs al van een verdubbeling in de laatste jaar Het zou om een europees onderzoek gaan waaruit een stijging van het aantal hooikoorstspatienten met tot procent per jaar zou blijken net als in de advertentie word verteld dat procent van de Nederlanders last heeft van hooikoorts en dat het een groot groeiend probleem is Reacties moeten worden onderschijden van op hooikoorts lijkende klachten die het hele jaar door voorkomen dan spreekt men niet over hooikoorts maar van hyperreactieve rhinitis waartoe ook allergie voor huisstofmijt wordt gerekend","gt",1,767
"768","Volgens een woordvoerder van kleenex zijn uitspraken gebaseerd op eigen onderzoek Met de samenwerking van University of Worcester dat het niet kan worden gedeeld De bewering van kleenex is tweeledig Het blijkt echter bijzonder lastig te zijn om een schatting te maken van het aantal mensen met hooikoorts Het Nationaal Kompas Volksgezondheid schat op basis van onderzoek dat de Nederlandse bevolking een neusallergie heeft Op grond van alle gegevens beoordeeld nextcheck dat de uitspraak ongefundeerd is","gt",5,768
"769","Het aantal mensen met hooikoorts neemt toe en dat merkt zakdoeken bedrijf kleenex Ze hebben het over ongeveer het dubbele in de afgelopen jaar Dit wordt verteld uit eigen onderzoek Ongeveer van de Nederlander heeft hooikoorts en de groei is een groot probleem Er is sprake van hooikoorts als mensen een allergie hebben voor grassen pollen en stuifmeel Medice term van hooikoorts is seizoensgebonden allergische rhinitis De bronnen waar Kleenex deze info vandaan haalt zijn niet controleerbaar Er zijn al veel onderzoeken gedaan en er is veel uitgekomen maar nooit een precies aantal","gt",4,769
"770","De uitspraken zijn gebaseerd op hun eigen onderzoeken in samenwerking met de University of Worcester In het artikel van Gezondheidsnetnl wordt gezegd dat van de Nederlanders last heeft van hooikoorts en dat het een groot groeiend probleem is De bron EAACI zegt deze cijfers niet te herkennen De bewering van kleenex is tweedelig het groeit en veel Nederlanders hebben er last van RIVM schat dat ademhalingsproblemen heeft maar geen hooikoorts CMR biedt geen uitstel over hooikoorts problemen en ze zijn niet controleerbaar Er kan wel worden gekeken naar diagnoses door hooikoorts Die geven aan dat het inderdaad is toegenomen","gt",6,770
"771","Mensen met hooikoorts worden er steeds meer Bijna niemand weet het precieze aantal patienten met hooikoorts Dit is ook lastig omdat ze het aantal klanten niet precies bijhouden De patienten krijgen medicijnen tegen hooikoorts en deze kunnen ze krijgen zonder recept De symptomen van hooikoorts zijn allergische reacties op grassen pollen en stuifmeel Mensen die ook allergisch zijn voor huisstofmijt daar spreken we niet meer van hooikoorts maar van hyperreactieve rhinitis Het aantal mensen met hooikoorts kun je niet precies bepalen omdat niet iedereen naaar de huisarts gaat Waar wel op kan worden uitgereken zijn diagnoses","gt",5,771
"772","Een op de vijf mensen heeft hooikoorts tenminste dat zegt de spits Er was een grote pagina met een advertentie van kleenex Volgens de woordvoerder van kleenex hebben zij een eigen onderzoek gedaan waar dit uit bleek De bewering is delig een op de vijf Nederlanders heeft hooikoorts en dat aantal groeit drastisch Het is heel moeilijk goede cijfers te krijgen hooikoorts varieerd ongelooflijk de World Allergy Organization heeft een schatting gemaakt waaruit blijkt dat van de mensen hooikoorts heeft Maar dit kan in Nl anders zijn De bronnen waar kleenex zich op richt zijn oncontroleerbaar Voor Nl zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts Het interne onderzoek van kleenex is niet inzichtelijk gemaakt","gt",6,772
"773","Gister stond in de krant dat het hooikoorts groeit Men spreekt zelfs van een verdubbeling in de laatste jaar Volgens nextcheckt klopt dit niet De EAACI zegt het cijfer niet te herkennen Kleenex zegt dat op de Nederlanders last heeft van hooikoorts en het aantal groeit drastisch Hooikoorts is een allergische reactie op grassen pollen en stuifmeel Dat er een verdubbeling in de laatste jaar is is echter onwaarschijnlijk Voor Nederland zijn er geen accurate cijfers beschikbaar NExtcheckt beoordeelt deze uitspraak als ongefundeerd","gt",6,773
"774","Hooikoorts De informatie komt uit eigen onderzoek uitsluitend voor intern gebruik en mag niet worden gedeeld Ook kloppen de cijfers van Kleenex niet volgend de EAACI Het is niet apart bekeken mensen met Adehalingsallergie en mensen met Hooikoorts Het is onwaarschijnlijk dat er een verdubbeling heeft plaatsgevonden de laatste jaar","gt",5,774
"775","Volgens de producent Kleenex was het een eigen ondezoek in samenwerking met de University of Worcester deze is niet bedoelt voor de media maar uitsluitend voor eigen gebruik","gt",3,775
"776","De redactie van nextcheckt zoekt het uit klopt dit Nee nextcheckt beoordeelt de bewering als ongefundeert Volgens een woord voerdervan kleenex zijn de uitspraken gebaseert op eigen onderzoek in samenwerking met de University of Worcester dat uitsluitend voor intern gebruik is en niet kan worden gedeelt Nederland gaat van in naar in ","gt",3,776
"777","De uitspraak hooikoorts bereikt hoogtepuntvan kleenex klopt niet Volgens next checktHet is gebaseerd op eigen onderzoek Bijna niemand kan een schatting doen van hooikoorts patiente want niemand houdt de aantallen bij want het is seizoens gebonden Het Nationaal kompas Volksgezondheid schat op basis van bevolkingsonderzoek dat ongeveer eenderde van de nederlandse bevolking last heeft van een neusallergie maar hooikoorts word niet onderscheiden Echter de diagnosen voor hooikoorts in Nederland afgelopen jaar inderdaad toenam maar een verdubbeling is onwaaarschijnlijk in de laatste jaar maar in het artikel van gezondheidsnetnl en in de advertentie werd gesteld dat procent van Nederland last heeft van hooikoorts de hooikooits patienten stege van naaar procent on Maar dit is ongefundeerd want de meesten mensen met klachten gaan niet naar de huisarts want medicijnen kun je zonder recept halen","gt",8,777
"778","Hooikoorts bereikt Hoogtepunt zei kleenex in dagblad van spits een op de vijf mensen heeft last van Hooikoorts en dat aantal groeit drastisch maar de oordeel van redactie nexstchecktzegt De bewiring van kleenex is ongefundeerd Niet altijd is het Hooikoorst het kan ook komen door ademhalingsallergieen Als je hooikoorst hebt kan je zonder recept pilletjes halen voor Hooikoorst","gt",3,778
"779","De beweering van kleenex een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch is onderzocht door nextcheckt en ze zeggen dat het niet waar is omdat hooikoorts seizoensgebonden is en de rest lijkt wel op hooikoorts maar is het niet bijvoorbeeld hyperreactie rhinitis en allergie voor huisstofmijt","gt",3,779
"780","er is onderzoek gedaan maar dat blijft intern RIVM onderzoekt de de hooikoorts Doordat er niks naar buiten is gekoment Bij kleenex is de bewering ongefundeerd maar ze weten wel dat van nederland ademhalingsprobleemen heeft of ze onherkenbaar woord hooikoorts hebben is nog niet onherkenbaar woord","gt",3,780
"781","De mensen die hooikoorts hebben word steeds grooter nextcheckt zoekt het uit maar klopt dit wel Nee hun beoordelen de bewering als ongefundeerd Volgens een woordvoerder van kleenex zijn de uit spraken gebasseerd op eigen onderzoek in samenwerking met de University of Worcester en dat is uitsluitend voor intern gebruik Maar nextcheckt vind dat alle uit spraken ongefundeerd zijn","gt",3,781
"782","nextcheckt nextcheckt zoekt uit of het waar is dat een op de vijf mensen heef last van hooikoorts en dit aantal groeit drastisch Voor de Nederlandse cijfers heeft Kleenex een tweetal bronnen geraadpleegd In het artikel van gezondheidsnetnl wordt net als in de advertentie gesteld dat van de Nederlanders last heeft van hooikoorts Het blijkt echter lastig om een schatting te maken van het aantal mensen met hooikoorts In waren op de vrouwen en op de mannen door een huisarts met hooikoorts gediagnosticeerd In waren dat er respectivelijk en dat er een verdubbeling is plaatsgevonden is onwaarschijnlijk","gt",6,782
"783","Hooikoorts is de laatste jaar verdubbeld blijkt uit gratis dagblad spits Nu is er aangetoond dat het om een eigen onderzoek gaat Dat zich afspeelt in Europa Volgens EAACI is er helemaal geen stijging van het hooikoorts percentage Hierover is nu veel onzekerheid Volgens Kleenex zijn er toch twee redenen waarom het klopt wat er in de spits staat Het was al duidelijk dat hooikoorts alieen in bepaalde periodes van het jaar is omdat niet iedereen naar de huisarts gaat voor hooikoorts zijn de bronnen van Kleenex niet controleerbaar op grond van alle gegevens van Kleenex beoordeelt Nextchekt de uitspraak als ongefundeerd","gt",5,783
"784","Kleenex zegt op de Nederlanders heeft last van hooikoorts en het aantal groeit drastisch het blijkt echter bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts Niemand houd de klachten bij want die zijn sseizoensgebonden en varieren per jaar een verdubbeling in de laatste jaar is onwaarschijnlijk omdat vanaf het jaar de groei van aantal geregristreerde gevallen bij de huisarts af voor Nederland zijn geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek van kleenex is niet inzichtelijk gemaakt","gt",9,784
"785","De uitspraak van Kleenex is gebaseerd op eigen onderzoek Ook heeft op de Nederlanders al hooikoorst het is bijzonder moeilijk om hier een schatting van te maken niemand houdt dit namelijk bij omdat het seizoens gebonden is en de medicijnen zijn moeilijk verkrijgbaar En ook is het niet te bepalen wanneer er nou sprake is van hooikoorts","gt",7,785
"786","Er zijn wel bronnen dat de cijfers van Kleenex kloppen De uitspraken zijn volgens hun gebaseerd op eigen onderzoek in samenwerking met de University of Worchester Het zou om een Europees oonderzoek waarbij het aantal hooikoortspatienten met tot procent per jaar zou stijgen","gt",2,786
"787","De uitspraken zijn gebaseerd op eigen onderzoek van kleenex in samenwerking met de University of Worcester als Bron worden EAACI en allergiesitenl genoemd die zegt hun cijfers niet te herkennen of niet meer bestaan Ook is als Bron een woordvoerder van het KNMI maar die blijkt geen hooikoortscijfers te hebben Ook is het bijzonder lastig om een schatting te maken van het aantal mensen en niemand houdt de getallen bij omdat het seizoensgebonden is en doktersbezoek vaak niet nodig is","gt",12,787
